"id","firstname","lastname","birthyear","zipcode","gamma.1","gamma.2","gamma.3","gamma.4","posterior","firstname_a","lastname_a","birthyear_a","zipcode_a","firstname_b","lastname_b","birthyear_b","zipcode_b","first_name_distance","last_name_distance","birth_year_distance","posterior_bin"
172,"Sarah","Williams",1973,11113,0,2,2,2,0.985296268614473,"Sarah","Williams",1973,11113,"Sarat","Williams",1973,11113,1,0,0,"(0.9,1]"
173,"James","Johnson",1985,14527,0,2,2,2,0.985296268614473,"James","Johnson",1985,14527,"lfpus","Johnson",1985,14527,4,0,0,"(0.9,1]"
174,"Emily","Garcia",1973,19134,2,0,2,2,0.9851868388166,"Emily","Garcia",1973,19134,"Emily","Gprcia",1973,19134,0,1,0,"(0.9,1]"
175,"Olivia","Davis",1993,15899,0,2,2,2,0.985296268614473,"Olivia","Davis",1993,15899,"Olilaa","Davis",1993,15899,2,0,0,"(0.9,1]"
176,"William","Rodriguez",1977,18975,2,2,2,2,0.999606254813491,"William","Rodriguez",1977,18975,"William","Rodriguez",1977,18975,0,0,0,"(0.9,1]"
177,"James","Johnson",1985,18904,2,2,2,2,0.999606254813491,"James","Johnson",1985,18904,"James","Johnson",1985,18904,0,0,0,"(0.9,1]"
178,"William","Jones",1986,19152,2,0,2,2,0.9851868388166,"William","Jones",1986,19152,"William","Jwues",1986,19152,0,2,0,"(0.9,1]"
179,"Olivia","Miller",1971,14146,2,2,0,2,0.953764941384782,"Olivia","Miller",1971,14146,"Olivia","Miller",1969,14146,0,0,2,"(0.9,1]"
180,"Emily","Williams",1971,17111,2,2,2,2,0.999606254813491,"Emily","Williams",1971,17111,"Emily","Williams",1971,17111,0,0,0,"(0.9,1]"
181,"Emma","Smith",1980,18954,2,2,2,2,0.999606254813491,"Emma","Smith",1980,18954,"Emma","Smith",1980,18954,0,0,0,"(0.9,1]"
182,"James","Miller",1980,12300,2,2,0,2,0.953764941384782,"James","Miller",1980,12300,"James","Miller",1978,12300,0,0,2,"(0.9,1]"
184,"James","Miller",1975,18552,0,2,0,2,0.352540029046541,"James","Miller",1975,18552,"xpmeg","Miller",1977,18552,3,0,2,"(0.3,0.4]"
185,"David","Jones",1996,13287,2,2,0,2,0.953764941384782,"David","Jones",1996,13287,"David","Jones",1994,13287,0,0,2,"(0.9,1]"
186,"William","Jones",1991,12747,2,2,2,2,0.999606254813491,"William","Jones",1991,12747,"William","Jones",1991,12747,0,0,0,"(0.9,1]"
188,"John","Johnson",1973,13446,2,2,2,2,0.999606254813491,"John","Johnson",1973,13446,"John","Johnson",1973,13446,0,0,0,"(0.9,1]"
189,"Olivia","Martinez",1991,17997,2,0,0,2,0.350824129674507,"Olivia","Martinez",1991,17997,"Olivia","Mtrtupfz",1993,17997,0,4,2,"(0.3,0.4]"
190,"Olivia","Williams",1997,15981,2,2,2,2,0.999606254813491,"Olivia","Williams",1997,15981,"Olivia","Williams",1997,15981,0,0,0,"(0.9,1]"
191,"John","Miller",1974,15454,2,2,0,2,0.953764941384782,"John","Miller",1974,15454,"John","Miller",1975,15454,0,0,1,"(0.9,1]"
192,"Olivia","Martinez",1992,13800,2,2,2,2,0.999606254813491,"Olivia","Martinez",1992,13800,"Olivia","Martinez",1992,13800,0,0,0,"(0.9,1]"
193,"John","Brown",1979,10374,0,2,2,2,0.985296268614473,"John","Brown",1979,10374,"quhw","Brown",1979,10374,3,0,0,"(0.9,1]"
194,"Olivia","Rodriguez",1974,18221,0,2,2,2,0.985296268614473,"Olivia","Rodriguez",1974,18221,"Onivva","Rodriguez",1974,18221,2,0,0,"(0.9,1]"
195,"David","Martinez",1971,17495,2,2,2,2,0.999606254813491,"David","Martinez",1971,17495,"David","Martinez",1971,17495,0,0,0,"(0.9,1]"
196,"William","Miller",1970,13328,2,2,2,2,0.999606254813491,"William","Miller",1970,13328,"William","Miller",1970,13328,0,0,0,"(0.9,1]"
197,"David","Smith",1975,15857,2,0,2,2,0.9851868388166,"David","Smith",1975,15857,"David","ypkjt",1975,15857,0,5,0,"(0.9,1]"
198,"Olivia","Smith",1970,11260,0,2,2,2,0.985296268614473,"Olivia","Smith",1970,11260,"Odyvia","Smith",1970,11260,2,0,0,"(0.9,1]"
199,"James","Brown",1988,14638,2,2,2,2,0.999606254813491,"James","Brown",1988,14638,"James","Brown",1988,14638,0,0,0,"(0.9,1]"
200,"Emily","Davis",1970,16678,2,2,2,2,0.999606254813491,"Emily","Davis",1970,16678,"Emily","Davis",1970,16678,0,0,0,"(0.9,1]"
201,"Sarah","Davis",1981,17781,2,2,2,2,0.999606254813491,"Sarah","Davis",1981,17781,"Sarah","Davis",1981,17781,0,0,0,"(0.9,1]"
202,"Jane","Williams",1997,10258,0,2,2,2,0.985296268614473,"Jane","Williams",1997,10258,"xhyi","Williams",1997,10258,4,0,0,"(0.9,1]"
203,"John","Smith",1978,12466,0,2,2,2,0.985296268614473,"John","Smith",1978,12466,"Jrhi","Smith",1978,12466,2,0,0,"(0.9,1]"
204,"David","Davis",1998,14361,2,2,0,2,0.953764941384782,"David","Davis",1998,14361,"David","Davis",1997,14361,0,0,1,"(0.9,1]"
205,"James","Williams",1998,10849,0,2,2,2,0.985296268614473,"James","Williams",1998,10849,"Jmmes","Williams",1998,10849,1,0,0,"(0.9,1]"
206,"Emily","Brown",1974,13348,2,2,0,2,0.953764941384782,"Emily","Brown",1974,13348,"Emily","Brown",1975,13348,0,0,1,"(0.9,1]"
207,"Michael","Brown",1997,10112,0,2,2,2,0.985296268614473,"Michael","Brown",1997,10112,"ljcaurx","Brown",1997,10112,6,0,0,"(0.9,1]"
208,"James","Williams",1995,16049,2,2,0,2,0.953764941384782,"James","Williams",1995,16049,"James","Williams",1997,16049,0,0,2,"(0.9,1]"
209,"John","Johnson",1988,18181,2,0,0,2,0.350824129674507,"John","Johnson",1988,18181,"John","joonfok",1986,18181,0,4,2,"(0.3,0.4]"
210,"Jane","Martinez",1982,18756,2,2,2,2,0.999606254813491,"Jane","Martinez",1982,18756,"Jane","Martinez",1982,18756,0,0,0,"(0.9,1]"
211,"Emily","Rodriguez",1973,10883,2,2,2,2,0.999606254813491,"Emily","Rodriguez",1973,10883,"Emily","Rodriguez",1973,10883,0,0,0,"(0.9,1]"
212,"Olivia","Brown",1974,13101,0,2,2,2,0.985296268614473,"Olivia","Brown",1974,13101,"Oeizii","Brown",1974,13101,3,0,0,"(0.9,1]"
213,"John","Martinez",1982,16646,0,2,2,2,0.985296268614473,"John","Martinez",1982,16646,"wsxv","Martinez",1982,16646,4,0,0,"(0.9,1]"
214,"David","Rodriguez",1999,11059,0,2,2,2,0.985296268614473,"David","Rodriguez",1999,11059,"Dmvwa","Rodriguez",1999,11059,3,0,0,"(0.9,1]"
215,"David","Garcia",1977,11815,2,2,0,2,0.953764941384782,"David","Garcia",1977,11815,"David","Garcia",1976,11815,0,0,1,"(0.9,1]"
216,"James","Martinez",1976,10361,0,2,2,2,0.985296268614473,"James","Martinez",1976,10361,"annen","Martinez",1976,10361,4,0,0,"(0.9,1]"
217,"Emma","Williams",1976,13341,2,2,2,2,0.999606254813491,"Emma","Williams",1976,13341,"Emma","Williams",1976,13341,0,0,0,"(0.9,1]"
218,"William","Johnson",1984,19652,2,2,0,2,0.953764941384782,"William","Johnson",1984,19652,"William","Johnson",1986,19652,0,0,2,"(0.9,1]"
219,"James","Johnson",1988,12367,0,0,2,2,0.637087109523096,"James","Johnson",1988,12367,"Jlvrs","Johpson",1988,12367,3,1,0,"(0.6,0.7]"
220,"David","Davis",1982,19781,2,2,0,2,0.953764941384782,"David","Davis",1982,19781,"David","Davis",1984,19781,0,0,2,"(0.9,1]"
221,"Jane","Miller",1981,13371,0,2,2,2,0.985296268614473,"Jane","Miller",1981,13371,"Jade","Miller",1981,13371,1,0,0,"(0.9,1]"
222,"Olivia","Martinez",1987,17197,2,2,2,2,0.999606254813491,"Olivia","Martinez",1987,17197,"Olivia","Martinez",1987,17197,0,0,0,"(0.9,1]"
223,"Sarah","Martinez",1998,17836,0,2,2,2,0.985296268614473,"Sarah","Martinez",1998,17836,"Sfdlh","Martinez",1998,17836,3,0,0,"(0.9,1]"
224,"William","Johnson",1977,10607,2,0,2,2,0.9851868388166,"William","Johnson",1977,10607,"William","zohnsoa",1977,10607,0,2,0,"(0.9,1]"
225,"James","Martinez",1977,12125,2,2,2,2,0.999606254813491,"James","Martinez",1977,12125,"James","Martinez",1977,12125,0,0,0,"(0.9,1]"
226,"John","Jones",1997,18832,2,2,2,2,0.999606254813491,"John","Jones",1997,18832,"John","Jones",1997,18832,0,0,0,"(0.9,1]"
227,"David","Smith",1992,17124,0,2,2,2,0.985296268614473,"David","Smith",1992,17124,"Davsd","Smith",1992,17124,1,0,0,"(0.9,1]"
228,"David","Miller",1973,17980,2,2,2,2,0.999606254813491,"David","Miller",1973,17980,"David","Miller",1973,17980,0,0,0,"(0.9,1]"
229,"Emma","Johnson",1999,11860,0,2,2,2,0.985296268614473,"Emma","Johnson",1999,11860,"kvkq","Johnson",1999,11860,4,0,0,"(0.9,1]"
230,"David","Williams",1990,17643,2,2,0,2,0.953764941384782,"David","Williams",1990,17643,"David","Williams",1989,17643,0,0,1,"(0.9,1]"
231,"William","Williams",2000,10117,2,0,2,2,0.9851868388166,"William","Williams",2000,10117,"William","Wflzajbx",2000,10117,0,6,0,"(0.9,1]"
232,"Emily","Miller",1991,14805,2,2,0,2,0.953764941384782,"Emily","Miller",1991,14805,"Emily","Miller",1989,14805,0,0,2,"(0.9,1]"
233,"Jane","Johnson",1979,19406,0,2,2,2,0.985296268614473,"Jane","Johnson",1979,19406,"gjnl","Johnson",1979,19406,3,0,0,"(0.9,1]"
234,"John","Smith",1993,18662,0,2,0,2,0.352540029046541,"John","Smith",1993,18662,"gbxq","Smith",1992,18662,4,0,1,"(0.3,0.4]"
235,"John","Miller",1971,18144,2,0,2,2,0.9851868388166,"John","Miller",1971,18144,"John","qktycv",1971,18144,0,6,0,"(0.9,1]"
236,"Jane","Williams",1978,19187,2,2,2,2,0.999606254813491,"Jane","Williams",1978,19187,"Jane","Williams",1978,19187,0,0,0,"(0.9,1]"
237,"John","Johnson",1998,14765,2,2,2,2,0.999606254813491,"John","Johnson",1998,14765,"John","Johnson",1998,14765,0,0,0,"(0.9,1]"
238,"Jane","Rodriguez",1988,12503,2,2,2,2,0.999606254813491,"Jane","Rodriguez",1988,12503,"Jane","Rodriguez",1988,12503,0,0,0,"(0.9,1]"
239,"Emma","Rodriguez",1987,10873,2,0,2,2,0.9851868388166,"Emma","Rodriguez",1987,10873,"Emma","Rodriiuez",1987,10873,0,1,0,"(0.9,1]"
240,"John","Garcia",1970,10902,2,2,0,2,0.953764941384782,"John","Garcia",1970,10902,"John","Garcia",1968,10902,0,0,2,"(0.9,1]"
241,"Michael","Miller",1977,14790,0,2,2,2,0.985296268614473,"Michael","Miller",1977,14790,"Mxchrhh","Miller",1977,14790,4,0,0,"(0.9,1]"
242,"Jane","Rodriguez",1995,17172,2,0,0,2,0.350824129674507,"Jane","Rodriguez",1995,17172,"Jane","Rakrdqutz",1997,17172,0,5,2,"(0.3,0.4]"
243,"Jane","Davis",1980,18036,2,2,2,2,0.999606254813491,"Jane","Davis",1980,18036,"Jane","Davis",1980,18036,0,0,0,"(0.9,1]"
244,"David","Davis",1973,14778,2,2,2,2,0.999606254813491,"David","Davis",1973,14778,"David","Davis",1973,14778,0,0,0,"(0.9,1]"
245,"James","Martinez",1995,19356,2,2,2,2,0.999606254813491,"James","Martinez",1995,19356,"James","Martinez",1995,19356,0,0,0,"(0.9,1]"
246,"Olivia","Davis",1995,14411,2,2,2,2,0.999606254813491,"Olivia","Davis",1995,14411,"Olivia","Davis",1995,14411,0,0,0,"(0.9,1]"
247,"Sarah","Williams",1994,14461,0,2,2,2,0.985296268614473,"Sarah","Williams",1994,14461,"obtqc","Williams",1994,14461,5,0,0,"(0.9,1]"
248,"Olivia","Brown",1977,14761,2,2,0,2,0.953764941384782,"Olivia","Brown",1977,14761,"Olivia","Brown",1975,14761,0,0,2,"(0.9,1]"
249,"Olivia","Miller",1972,11275,0,0,2,2,0.637087109523096,"Olivia","Miller",1972,11275,"Olivim","Mtllty",1972,11275,1,3,0,"(0.6,0.7]"
250,"Sarah","Smith",1973,17951,2,2,2,2,0.999606254813491,"Sarah","Smith",1973,17951,"Sarah","Smith",1973,17951,0,0,0,"(0.9,1]"
251,"Michael","Martinez",1979,17383,2,2,2,2,0.999606254813491,"Michael","Martinez",1979,17383,"Michael","Martinez",1979,17383,0,0,0,"(0.9,1]"
252,"Emily","Garcia",1994,11801,2,2,2,2,0.999606254813491,"Emily","Garcia",1994,11801,"Emily","Garcia",1994,11801,0,0,0,"(0.9,1]"
253,"Michael","Martinez",1988,12273,2,2,2,2,0.999606254813491,"Michael","Martinez",1988,12273,"Michael","Martinez",1988,12273,0,0,0,"(0.9,1]"
254,"William","Williams",1971,17603,2,2,2,2,0.999606254813491,"William","Williams",1971,17603,"William","Williams",1971,17603,0,0,0,"(0.9,1]"
255,"Michael","Miller",1993,18822,0,2,2,2,0.985296268614473,"Michael","Miller",1993,18822,"oaabifl","Miller",1993,18822,6,0,0,"(0.9,1]"
256,"Jane","Johnson",1977,13171,2,0,0,2,0.350824129674507,"Jane","Johnson",1977,13171,"Jane","dofzzzm",1978,13171,0,6,1,"(0.3,0.4]"
257,"William","Jones",1975,19587,2,2,2,2,0.999606254813491,"William","Jones",1975,19587,"William","Jones",1975,19587,0,0,0,"(0.9,1]"
258,"Michael","Johnson",1995,16589,0,2,2,2,0.985296268614473,"Michael","Johnson",1995,16589,"jrckgdn","Johnson",1995,16589,6,0,0,"(0.9,1]"
259,"James","Smith",1981,18579,2,2,2,2,0.999606254813491,"James","Smith",1981,18579,"James","Smith",1981,18579,0,0,0,"(0.9,1]"
260,"William","Johnson",1987,14533,0,2,2,2,0.985296268614473,"William","Johnson",1987,14533,"lmgtgpw","Johnson",1987,14533,7,0,0,"(0.9,1]"
261,"James","Rodriguez",1980,15497,0,2,0,2,0.352540029046541,"James","Rodriguez",1980,15497,"cames","Rodriguez",1982,15497,1,0,2,"(0.3,0.4]"
262,"Emily","Rodriguez",1986,12849,2,2,2,2,0.999606254813491,"Emily","Rodriguez",1986,12849,"Emily","Rodriguez",1986,12849,0,0,0,"(0.9,1]"
263,"Jane","Martinez",1985,18512,2,0,2,2,0.9851868388166,"Jane","Martinez",1985,18512,"Jane","Mahgisec",1985,18512,0,4,0,"(0.9,1]"
264,"Sarah","Rodriguez",1992,18371,0,2,0,2,0.352540029046541,"Sarah","Rodriguez",1992,18371,"unkqh","Rodriguez",1990,18371,4,0,2,"(0.3,0.4]"
265,"Olivia","Brown",1999,13169,2,2,2,2,0.999606254813491,"Olivia","Brown",1999,13169,"Olivia","Brown",1999,13169,0,0,0,"(0.9,1]"
266,"James","Davis",1979,15587,0,0,2,2,0.637087109523096,"James","Davis",1979,15587,"Jukkq","Dajds",1979,15587,4,2,0,"(0.6,0.7]"
267,"William","Williams",1971,13125,2,2,2,2,0.999606254813491,"William","Williams",1971,13125,"William","Williams",1971,13125,0,0,0,"(0.9,1]"
268,"David","Brown",1981,12291,2,2,2,2,0.999606254813491,"David","Brown",1981,12291,"David","Brown",1981,12291,0,0,0,"(0.9,1]"
269,"John","Brown",1972,17164,0,2,2,2,0.985296268614473,"John","Brown",1972,17164,"Jotn","Brown",1972,17164,1,0,0,"(0.9,1]"
270,"Michael","Johnson",1995,19874,2,2,2,2,0.999606254813491,"Michael","Johnson",1995,19874,"Michael","Johnson",1995,19874,0,0,0,"(0.9,1]"
271,"Jane","Johnson",1992,12724,2,2,0,2,0.953764941384782,"Jane","Johnson",1992,12724,"Jane","Johnson",1993,12724,0,0,1,"(0.9,1]"
272,"David","Brown",1970,10505,2,2,2,2,0.999606254813491,"David","Brown",1970,10505,"David","Brown",1970,10505,0,0,0,"(0.9,1]"
273,"John","Brown",1982,12674,0,2,2,2,0.985296268614473,"John","Brown",1982,12674,"Jrti","Brown",1982,12674,3,0,0,"(0.9,1]"
274,"Michael","Martinez",1988,18682,0,2,2,2,0.985296268614473,"Michael","Martinez",1988,18682,"Michsql","Martinez",1988,18682,2,0,0,"(0.9,1]"
275,"James","Johnson",1983,17596,2,2,2,2,0.999606254813491,"James","Johnson",1983,17596,"James","Johnson",1983,17596,0,0,0,"(0.9,1]"
276,"Jane","Williams",1989,13376,2,0,0,2,0.350824129674507,"Jane","Williams",1989,13376,"Jane","mazmxiyy",1988,13376,0,8,1,"(0.3,0.4]"
277,"Sarah","Martinez",1970,19191,2,2,2,2,0.999606254813491,"Sarah","Martinez",1970,19191,"Sarah","Martinez",1970,19191,0,0,0,"(0.9,1]"
278,"Michael","Johnson",2000,10987,0,0,2,2,0.637087109523096,"Michael","Johnson",2000,10987,"Miyhael","zymidon",2000,10987,1,5,0,"(0.6,0.7]"
279,"Michael","Jones",1983,15180,0,2,2,2,0.985296268614473,"Michael","Jones",1983,15180,"gidiafx","Jones",1983,15180,5,0,0,"(0.9,1]"
280,"James","Davis",1994,19607,2,2,2,2,0.999606254813491,"James","Davis",1994,19607,"James","Davis",1994,19607,0,0,0,"(0.9,1]"
281,"Jane","Garcia",1984,19423,2,2,2,2,0.999606254813491,"Jane","Garcia",1984,19423,"Jane","Garcia",1984,19423,0,0,0,"(0.9,1]"
282,"John","Martinez",1997,15226,2,0,2,2,0.9851868388166,"John","Martinez",1997,15226,"John","bacynrwe",1997,15226,0,7,0,"(0.9,1]"
283,"Sarah","Rodriguez",1999,13849,2,2,0,2,0.953764941384782,"Sarah","Rodriguez",1999,13849,"Sarah","Rodriguez",1997,13849,0,0,2,"(0.9,1]"
284,"Olivia","Garcia",1987,16225,2,2,2,2,0.999606254813491,"Olivia","Garcia",1987,16225,"Olivia","Garcia",1987,16225,0,0,0,"(0.9,1]"
285,"Emma","Martinez",2000,12458,2,0,2,2,0.9851868388166,"Emma","Martinez",2000,12458,"Emma","bjarfnez",2000,12458,0,4,0,"(0.9,1]"
286,"Olivia","Martinez",1977,11528,2,0,2,2,0.9851868388166,"Olivia","Martinez",1977,11528,"Olivia","kamuinez",1977,11528,0,3,0,"(0.9,1]"
287,"Olivia","Jones",1986,19894,0,2,2,2,0.985296268614473,"Olivia","Jones",1986,19894,"Ollvia","Jones",1986,19894,1,0,0,"(0.9,1]"
288,"Emily","Brown",1971,14951,2,2,0,2,0.953764941384782,"Emily","Brown",1971,14951,"Emily","Brown",1972,14951,0,0,1,"(0.9,1]"
289,"Sarah","Jones",1983,17192,2,2,2,2,0.999606254813491,"Sarah","Jones",1983,17192,"Sarah","Jones",1983,17192,0,0,0,"(0.9,1]"
290,"Emily","Smith",1971,11336,2,2,0,2,0.953764941384782,"Emily","Smith",1971,11336,"Emily","Smith",1973,11336,0,0,2,"(0.9,1]"
291,"Emily","Rodriguez",1987,14765,2,2,2,2,0.999606254813491,"Emily","Rodriguez",1987,14765,"Emily","Rodriguez",1987,14765,0,0,0,"(0.9,1]"
292,"James","Smith",1994,15766,0,2,0,2,0.352540029046541,"James","Smith",1994,15766,"kofku","Smith",1992,15766,5,0,2,"(0.3,0.4]"
293,"Emma","Martinez",1997,13984,2,0,2,2,0.9851868388166,"Emma","Martinez",1997,13984,"Emma","Mxkyinzz",1997,13984,0,4,0,"(0.9,1]"
294,"William","Martinez",1993,13825,2,0,2,2,0.9851868388166,"William","Martinez",1993,13825,"William","Msrhylez",1993,13825,0,4,0,"(0.9,1]"
295,"Olivia","Johnson",2000,15513,2,2,2,2,0.999606254813491,"Olivia","Johnson",2000,15513,"Olivia","Johnson",2000,15513,0,0,0,"(0.9,1]"
296,"John","Smith",1978,10134,2,2,2,2,0.999606254813491,"John","Smith",1978,10134,"John","Smith",1978,10134,0,0,0,"(0.9,1]"
297,"Jane","Smith",1994,11154,2,0,2,2,0.9851868388166,"Jane","Smith",1994,11154,"Jane","Sniqh",1994,11154,0,2,0,"(0.9,1]"
298,"Emma","Miller",1980,13344,0,2,0,2,0.352540029046541,"Emma","Miller",1980,13344,"ekqf","Miller",1981,13344,4,0,1,"(0.3,0.4]"
299,"Michael","Miller",1999,10564,2,2,2,2,0.999606254813491,"Michael","Miller",1999,10564,"Michael","Miller",1999,10564,0,0,0,"(0.9,1]"
300,"Olivia","Smith",1978,11640,0,2,2,2,0.985296268614473,"Olivia","Smith",1978,11640,"Ocivha","Smith",1978,11640,2,0,0,"(0.9,1]"
301,"William","Johnson",1987,14006,0,2,2,2,0.985296268614473,"William","Johnson",1987,14006,"pqllyam","Johnson",1987,14006,3,0,0,"(0.9,1]"
302,"John","Smith",1980,15068,2,2,0,2,0.953764941384782,"John","Smith",1980,15068,"John","Smith",1982,15068,0,0,2,"(0.9,1]"
303,"Jane","Jones",1988,17844,2,0,2,2,0.9851868388166,"Jane","Jones",1988,17844,"Jane","Jonen",1988,17844,0,1,0,"(0.9,1]"
304,"Michael","Williams",1985,15506,0,2,2,2,0.985296268614473,"Michael","Williams",1985,15506,"oicpwel","Williams",1985,15506,3,0,0,"(0.9,1]"
305,"Michael","Jones",1999,15104,2,2,0,2,0.953764941384782,"Michael","Jones",1999,15104,"Michael","Jones",1998,15104,0,0,1,"(0.9,1]"
306,"Sarah","Garcia",1995,13468,0,2,2,2,0.985296268614473,"Sarah","Garcia",1995,13468,"Sirah","Garcia",1995,13468,1,0,0,"(0.9,1]"
307,"Olivia","Jones",1993,18803,2,0,2,2,0.9851868388166,"Olivia","Jones",1993,18803,"Olivia","Jkvtf",1993,18803,0,4,0,"(0.9,1]"
308,"David","Jones",1998,10609,2,2,2,2,0.999606254813491,"David","Jones",1998,10609,"David","Jones",1998,10609,0,0,0,"(0.9,1]"
309,"Emily","Johnson",1993,17495,0,2,2,2,0.985296268614473,"Emily","Johnson",1993,17495,"lrilz","Johnson",1993,17495,3,0,0,"(0.9,1]"
310,"Jane","Williams",1984,14439,2,0,2,2,0.9851868388166,"Jane","Williams",1984,14439,"Jane","dcejfiqv",1984,14439,0,8,0,"(0.9,1]"
311,"John","Garcia",1989,15194,2,2,2,2,0.999606254813491,"John","Garcia",1989,15194,"John","Garcia",1989,15194,0,0,0,"(0.9,1]"
312,"John","Martinez",1975,16617,0,0,2,2,0.637087109523096,"John","Martinez",1975,16617,"zchn","Mxrtinez",1975,16617,2,1,0,"(0.6,0.7]"
313,"David","Williams",1985,17415,2,0,2,2,0.9851868388166,"David","Williams",1985,17415,"David","julhbroi",1985,17415,0,7,0,"(0.9,1]"
314,"Jane","Smith",1976,19813,0,0,2,2,0.637087109523096,"Jane","Smith",1976,19813,"bcqk","Smltf",1976,19813,4,2,0,"(0.6,0.7]"
315,"Jane","Johnson",1992,10383,2,2,2,2,0.999606254813491,"Jane","Johnson",1992,10383,"Jane","Johnson",1992,10383,0,0,0,"(0.9,1]"
316,"Michael","Garcia",1997,17451,2,0,2,2,0.9851868388166,"Michael","Garcia",1997,17451,"Michael","Gadcia",1997,17451,0,1,0,"(0.9,1]"
317,"David","Brown",1998,12876,2,0,0,2,0.350824129674507,"David","Brown",1998,12876,"David","idozn",2000,12876,0,3,2,"(0.3,0.4]"
318,"Sarah","Johnson",1983,10522,2,2,2,2,0.999606254813491,"Sarah","Johnson",1983,10522,"Sarah","Johnson",1983,10522,0,0,0,"(0.9,1]"
319,"Olivia","Smith",1992,14134,2,2,2,2,0.999606254813491,"Olivia","Smith",1992,14134,"Olivia","Smith",1992,14134,0,0,0,"(0.9,1]"
320,"Michael","Smith",1975,10602,2,0,2,2,0.9851868388166,"Michael","Smith",1975,10602,"Michael","dhetj",1975,10602,0,4,0,"(0.9,1]"
321,"Michael","Martinez",1996,10515,2,2,2,2,0.999606254813491,"Michael","Martinez",1996,10515,"Michael","Martinez",1996,10515,0,0,0,"(0.9,1]"
322,"John","Brown",1991,15816,2,2,2,2,0.999606254813491,"John","Brown",1991,15816,"John","Brown",1991,15816,0,0,0,"(0.9,1]"
323,"Emma","Davis",1985,18086,0,2,2,2,0.985296268614473,"Emma","Davis",1985,18086,"rmmi","Davis",1985,18086,2,0,0,"(0.9,1]"
324,"John","Smith",1972,12915,2,2,2,2,0.999606254813491,"John","Smith",1972,12915,"John","Smith",1972,12915,0,0,0,"(0.9,1]"
325,"Emily","Garcia",1997,11382,2,2,0,2,0.953764941384782,"Emily","Garcia",1997,11382,"Emily","Garcia",1996,11382,0,0,1,"(0.9,1]"
326,"Emma","Garcia",1978,15997,2,0,2,2,0.9851868388166,"Emma","Garcia",1978,15997,"Emma","xdgeey",1978,15997,0,6,0,"(0.9,1]"
327,"Olivia","Jones",1973,13255,0,0,0,2,0.0140637613378519,"Olivia","Jones",1973,13255,"Olilia","nineb",1974,13255,1,3,1,"[0,0.1]"
328,"Olivia","Johnson",1974,11813,0,2,0,2,0.352540029046541,"Olivia","Johnson",1974,11813,"awzuiq","Johnson",1976,11813,5,0,2,"(0.3,0.4]"
329,"Emma","Jones",1981,13942,0,2,2,2,0.985296268614473,"Emma","Jones",1981,13942,"Exru","Jones",1981,13942,3,0,0,"(0.9,1]"
330,"William","Martinez",1973,10469,2,2,0,2,0.953764941384782,"William","Martinez",1973,10469,"William","Martinez",1971,10469,0,0,2,"(0.9,1]"
331,"Jane","Rodriguez",1970,12826,0,2,2,2,0.985296268614473,"Jane","Rodriguez",1970,12826,"Jayw","Rodriguez",1970,12826,2,0,0,"(0.9,1]"
332,"John","Smith",1987,17921,0,2,2,2,0.985296268614473,"John","Smith",1987,17921,"sorj","Smith",1987,17921,3,0,0,"(0.9,1]"
333,"Emily","Jones",1974,16299,2,2,0,2,0.953764941384782,"Emily","Jones",1974,16299,"Emily","Jones",1973,16299,0,0,1,"(0.9,1]"
334,"James","Rodriguez",1973,11631,2,2,2,2,0.999606254813491,"James","Rodriguez",1973,11631,"James","Rodriguez",1973,11631,0,0,0,"(0.9,1]"
335,"David","Miller",1980,15632,0,2,2,2,0.985296268614473,"David","Miller",1980,15632,"ngviu","Miller",1980,15632,3,0,0,"(0.9,1]"
336,"Emma","Johnson",1978,13237,2,2,2,2,0.999606254813491,"Emma","Johnson",1978,13237,"Emma","Johnson",1978,13237,0,0,0,"(0.9,1]"
337,"Jane","Williams",1980,16763,2,0,2,2,0.9851868388166,"Jane","Williams",1980,16763,"Jane","dqmlcamn",1980,16763,0,5,0,"(0.9,1]"
338,"David","Jones",1986,11069,2,2,2,2,0.999606254813491,"David","Jones",1986,11069,"David","Jones",1986,11069,0,0,0,"(0.9,1]"
339,"Jane","Garcia",1997,16227,2,2,2,2,0.999606254813491,"Jane","Garcia",1997,16227,"Jane","Garcia",1997,16227,0,0,0,"(0.9,1]"
340,"Sarah","Smith",1999,12558,0,2,2,2,0.985296268614473,"Sarah","Smith",1999,12558,"Sjnep","Smith",1999,12558,4,0,0,"(0.9,1]"
341,"Olivia","Garcia",1988,19406,2,2,2,2,0.999606254813491,"Olivia","Garcia",1988,19406,"Olivia","Garcia",1988,19406,0,0,0,"(0.9,1]"
